Organism Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Klebsiella grimontii  	strain: NCTC9146 substr. serovar casular type 26 substr. serovar casular type 26	2058152	40345_E01	GCF_901542455.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5767309	5767309	2019-05-17	5426	PRJEB6403	SAMEA3492648
Klebsiella grimontii  	strain: 4928STDY7071328	2058152	25426_7#101	GCF_902164675.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	118606	6099119	2019-07-09	5052	PRJEB22252	SAMEA104567438
Klebsiella huaxiensis  	strain: WCHKl090001	2153354	ASM326157v2	GCF_003261575.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6183608	6300829	2019-02-25	5932	PRJNA353728	SAMN08861555
Klebsiella indica  	strain: TOUT106	2582917	ASM586077v1	GCF_005860775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	191451	5244638	2019-05-27	4830	PRJNA543754	SAMN11776007
Klebsiella michiganensis  	strain: KCTC 1686	1006551	ASM24032v1	GCF_000240325.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5974109	5974109	2011-12-29	5584	PRJNA65523	SAMN02603580
Klebsiella michiganensis  	strain: E718	1191061	ASM27670v2	GCF_000276705.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6097032	6561678	2012-07-10	6334	PRJNA167370	SAMN02603642
Klebsiella michiganensis  	strain: HKOPL1	1308980	ASM63241v1	GCF_000632415.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5914407	5914407	2014-04-15	5603	PRJNA194061	SAMN03081460
Klebsiella michiganensis  	strain: M1	1134687	ASM72452v1	GCF_000724525.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5865090	6311385	2014-07-09	5990	PRJNA253752	SAMN02887315
Klebsiella michiganensis  	strain: K516	1134687	ASM221683v1	GCF_002216835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6139574	6418740	2017-07-12	6189	PRJNA393093	SAMN07315162
Klebsiella michiganensis  	strain: K518	1134687	ASM229028v1	GCF_002290285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6138996	6418567	2017-09-12	6191	PRJNA393093	SAMN07551913
Klebsiella michiganensis  	strain: KNU07	1134687	ASM710688v1	GCF_007106885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6067133	6270897	2019-07-18	6004	PRJNA553277	SAMN12233455
Klebsiella michiganensis  	strain: C52	1134687	ASM893160v1	GCF_008931605.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5876662	6312326	2019-10-09	6004	PRJNA550014	SAMN12289379
Klebsiella michiganensis  	strain: F107	1134687	ASM993085v1	GCF_009930855.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5699220	6152545	2020-01-27	5942	PRJNA395651	SAMN07411959
Klebsiella michiganensis  	strain: BD177	1134687	ASM1009300v1	GCF_010093005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6150416	6812698	2020-02-03	6541	PRJNA602959	SAMN13911826
Klebsiella michiganensis  	strain: RHBSTW-00409	1134687	ASM1361065v1	GCF_013610655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5993220	6603523	2020-07-24	6412	PRJNA605147	SAMN15148604
Klebsiella michiganensis  	strain: RHBSTW-00167	1134687	ASM1362437v1	GCF_013624375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6041083	6544295	2020-07-24	6395	PRJNA605147	SAMN15148522
Klebsiella michiganensis  	strain: RHB20-C02	1134687	ASM1363641v1	GCF_013636415.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6015151	6236062	2020-07-24	5888	PRJNA605147	SAMN15148174
Klebsiella michiganensis  	strain: AKKL-001	1134687	ASM1421727v1	GCF_014217275.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6149586	6149586	2020-08-17	5792	PRJNA655785	SAMN15755083
Klebsiella michiganensis  	strain: THO-011	1134687	ASM1513957v1	GCF_015139575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5935402	6041841	2020-10-08	5676	PRJDB9036	SAMD00196009
Klebsiella michiganensis  	strain: 7525	1134687	ASM1599938v1	GCF_015999385.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5847354	6244801	2020-12-13	6014	PRJNA681062	SAMN16931445
Klebsiella michiganensis  	strain: B106	1134687	ASM1661664v1	GCF_016616645.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5907184	6466118	2021-01-12	6174	PRJNA668866	SAMN16425386
Klebsiella michiganensis  	strain: BD-50-Km	1134687	ASM1661821v1	GCF_016618215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6330740	6865058	2021-01-12	6679	PRJNA664790	SAMN16233476
Klebsiella michiganensis  	strain: Kmfe267	1134687	ASM1734885v1	GCF_017348855.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5924548	6398286	2021-03-13	6089	PRJNA638288	SAMN18138829
Klebsiella michiganensis  	strain: 12084	1134687	ASM1763989v1	GCF_017639895.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6248475	6248475	2021-03-30	5899	PRJNA716129	SAMN18395722
Klebsiella michiganensis  	strain: LDS17	1134687	ASM1779828v1	GCF_017798285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5791694	5791694	2021-04-06	5412	PRJNA681064	SAMN16931446
Klebsiella michiganensis  	strain: X2-1	1134687	ASM1781577v1	GCF_017815775.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5845628	5845628	2021-04-07	5592	PRJNA624816	SAMN14585699
Klebsiella michiganensis  	strain: Sb-24	1134687	ASM1813904v1	GCF_018139045.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5830883	5910952	2021-04-25	5554	PRJNA722171	SAMN18746951
Klebsiella michiganensis  	strain: JNQH491	1134687	ASM1860410v1	GCF_018604105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6039729	6552775	2021-06-01	6247	PRJNA702614	SAMN19186367
Klebsiella michiganensis  	strain: CCRI-24235	1134687	ASM1980306v1	GCF_019803065.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5977739	6128315	2021-08-30	5788	PRJNA744893	SAMN20153793
Klebsiella michiganensis  	strain: Kox58	1134687	ASM2122869v1	GCF_021228695.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6060346	6355275	2021-12-19	6055	PRJNA781656	SAMN23286118
Klebsiella michiganensis  	strain: Kox101	1134687	ASM2122875v1	GCF_021228755.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6098147	6472862	2021-12-19	6234	PRJNA781656	SAMN23286126
Klebsiella michiganensis  	strain: K92	1134687	ASM2122885v1	GCF_021228855.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6108919	6108919	2021-12-19	5810	PRJNA787404	SAMN23799016
Klebsiella michiganensis  	strain: 8-1	1134687	ASM2122899v1	GCF_021228995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5926662	6008113	2021-12-19	5654	PRJNA787314	SAMN23798052
Klebsiella michiganensis  	strain: KM41	1134687	ASM2139157v1	GCF_021391575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5967911	6505209	2022-01-09	6285	PRJNA791461	SAMN24290086
Klebsiella michiganensis  	strain: KO_408	1134687	ASM2216324v2	GCF_022163245.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6018476	6475004	2022-03-07	6181	PRJNA800235	SAMN25236446
Klebsiella michiganensis  	strain: YL6-1	1134687	ASM2234324v1	GCF_022343245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6111288	6357869	2022-02-18	6106	PRJNA767184	SAMN21892164
Klebsiella michiganensis  	strain: YL9	1134687	ASM2234326v1	GCF_022343265.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6100159	6348673	2022-02-18	6093	PRJNA767500	SAMN21906695
Klebsiella michiganensis  	strain: K342	1134687	ASM2256983v1	GCF_022569835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6006113	6006113	2022-03-15	5707	PRJNA813204	SAMN26455295
Klebsiella michiganensis  	strain: fxq	1134687	ASM2286988v1	GCF_022869885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6154540	6977354	2022-04-11	6800	PRJNA821554	SAMN27163261
Klebsiella michiganensis  	strain: K254	1134687	ASM2309383v1	GCF_023093835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5884314	5884314	2022-04-24	5639	PRJNA813202	SAMN26455257
Klebsiella michiganensis  	strain: LH71	1134687	ASM2422511v1	GCF_024225115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5892772	6064784	2022-07-13	5709	PRJNA855630	SAMN29499319
Klebsiella michiganensis  	strain: HOBD-7	1134687	ASM2439659v1	GCF_024396595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5942783	5942783	2022-07-25	5555	PRJNA809128	SAMN26148623
Klebsiella michiganensis  	strain: 5088	1134687	ASM2491729v1	GCF_024917295.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5944805	6243900	2022-09-04	5920	PRJNA836696	SAMN28174081
Klebsiella michiganensis  	strain: 8BG	1134687	ASM2549053v1	GCF_025490535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6072493	6240609	2022-09-29	5916	PRJNA883008	SAMN30957779
Klebsiella michiganensis  	strain: K5-3	1134687	ASM2566535v1	GCF_025665355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5978730	6280254	2022-10-12	5961	PRJNA881455	SAMN30903868
Klebsiella michiganensis  	strain: MX581	1134687	ASM2596024v1	GCF_025960245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5922318	6031034	2022-11-02	5813	PRJNA893570	SAMN31308932
Klebsiella oxytoca  	strain: KONIH1	1333852	ASM71465v1	GCF_000714655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6152190	6684898	2014-06-27	6495	PRJNA202895	SAMN02786843
Klebsiella oxytoca  	strain: CAV1335	571	ASM102211v1	GCF_001022115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6229565	6673117	2015-06-09	6445	PRJNA246471	SAMN03733750
Klebsiella oxytoca  	strain: CAV1099	571	ASM102229v1	GCF_001022295.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6217725	6630537	2015-06-09	6399	PRJNA246471	SAMN03733663
Klebsiella oxytoca  	strain: CAV1015	571	ASM187018v1	GCF_001870185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6155924	6582387	2016-11-07	6347	PRJNA246471	SAMN03733631
Klebsiella oxytoca  	strain: CAV1752	571	ASM197083v1	GCF_001970835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5992008	6394387	2016-12-13	6113	PRJNA246471	SAMN03733848
Klebsiella oxytoca  	strain: AR_0147	571	ASM207265v1	GCF_002072655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6350620	6461325	2017-03-27	6154	PRJNA292902	SAMN04014988
Klebsiella oxytoca  	strain: KONIH4	571	ASM290639v1	GCF_002906395.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6252643	6938447	2018-01-30	6812	PRJNA430813	SAMN04287054
Klebsiella oxytoca  	strain: KONIH5	571	ASM290643v1	GCF_002906435.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6179177	6518214	2018-01-30	6249	PRJNA430813	SAMN06040382
Klebsiella oxytoca  	strain: AR_0028	571	ASM294750v1	GCF_002947505.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5883411	6245141	2018-02-18	5881	PRJNA292901	SAMN04014869
Klebsiella oxytoca  	strain: FDAARGOS_335	571	ASM298439v1	GCF_002984395.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5853942	6049823	2018-03-09	5651	PRJNA231221	SAMN06173348
Klebsiella oxytoca  	strain: AR380	571	ASM307397v1	GCF_003073975.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5925399	6003751	2018-04-30	5687	PRJNA316321	SAMN07291523
Klebsiella oxytoca  	strain: FDAARGOS_500	571	ASM381292v1	GCF_003812925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5864574	5879076	2018-11-21	5505	PRJNA231221	SAMN10163176
Klebsiella oxytoca  	strain: P620	571	ASM970738v1	GCF_009707385.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5394761	5394761	2019-11-24	5058	PRJNA589720	SAMN13290334
Klebsiella oxytoca  	strain: RHBSTW-00373	571	ASM1375059v1	GCF_013750595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6091081	6293551	2020-07-27	5973	PRJNA605147	SAMN15148597
Klebsiella oxytoca  	strain: RHB30-C02	571	ASM1382698v1	GCF_013826985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6051148	6332934	2020-07-28	5977	PRJNA605147	SAMN15148287
Klebsiella oxytoca  	strain: FDAARGOS_1334	571	ASM1690341v1	GCF_016903415.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5860928	6234631	2021-02-17	5909	PRJNA231221	SAMN16357476
Klebsiella oxytoca  	strain: FDAARGOS_1332	571	ASM1690371v1	GCF_016903715.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5830739	6050634	2021-02-17	5648	PRJNA231221	SAMN16357474
Klebsiella oxytoca  	strain: FDAARGOS_1333	571	ASM1690397v1	GCF_016903975.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5821257	6062858	2021-02-17	5710	PRJNA231221	SAMN16357475
Klebsiella oxytoca  	strain: FDAARGOS_1331	571	ASM1690451v1	GCF_016904515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5997182	6008016	2021-02-17	5684	PRJNA231221	SAMN16357473
Klebsiella oxytoca  	strain: IR5392	571	ASM1731046v1	GCF_017310465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5913545	6366360	2021-03-09	6064	PRJNA672237	SAMN16561276
Klebsiella oxytoca  	isolate: KoPF10	571	ASM1796886v1	GCF_017968865.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5822988	5822988	2021-04-15	5477	PRJNA683049	SAMN18675296
Klebsiella oxytoca  	strain: KONSF-1	571	ASM2139891v1	GCF_021398915.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5864402	5864402	2022-01-10	5501	PRJNA792043	SAMN24372405
Klebsiella oxytoca  	strain: C-21-18	571	ASM2260530v1	GCF_022605305.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5914934	6125635	2022-03-17	5779	PRJNA473419	SAMN26549876
Klebsiella oxytoca  	strain: TYL-T1	571	ASM2573217v1	GCF_025732175.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5918987	6127706	2022-10-18	5734	PRJNA863090	SAMN30015118
Klebsiella oxytoca  	strain: NCTC11355	571	36005_G01	GCF_900478285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5859982	5859982	2018-06-18	5587	PRJEB6403	SAMEA3251431
Klebsiella oxytoca  	strain: NCTC11356	571	36109_D01	GCF_900635105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5856891	5856891	2018-12-19	5490	PRJEB6403	SAMEA3251432
Klebsiella oxytoca  	strain: NCTC13727	571	45889_C01	GCF_900636985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5857964	5857964	2018-12-20	5457	PRJEB6403	SAMEA3923594
Klebsiella oxytoca  	isolate: MSB1_10D-sc-2280340	571	MSB1_10D	GCF_904863345.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5812602	6154531	2020-11-01	5801	PRJNA646837	SAMEA3357409
Klebsiella oxytoca  	isolate: 325	571	AI2699v1_cp	GCF_905232115.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5827436	6103393	2022-05-22	5758	PRJEB42440	SAMEA7962775
Klebsiella oxytoca  	isolate: 145	571	AI2623v1_cpp	GCF_905322525.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6005530	6391661	2022-05-24	6099	PRJEB42440	SAMEA8065686
Klebsiella oxytoca  	isolate: 2	571	AI2744v1_cpp	GCF_905329555.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6034991	6352224	2022-05-24	6053	PRJEB42440	SAMEA8065822
Klebsiella oxytoca  	isolate: 101	571	AI2945v1_cpp	GCF_905330835.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5942035	6043059	2022-05-24	5717	PRJEB42440	SAMEA8065780
Klebsiella oxytoca  	isolate: 101	571	AI2946v1_cpp	GCF_905330865.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5942021	6043045	2022-05-24	5718	PRJEB42440	SAMEA8065781
Klebsiella oxytoca  	isolate: 36	571	AI2918v1_cp	GCF_905333885.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5811774	6192246	2022-05-24	5877	PRJEB42440	SAMEA8158457
Klebsiella oxytoca  	isolate: 328	571	AN2363v1_cp	GCF_905338025.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5699169	5765664	2022-05-24	5399	PRJEB42440	SAMEA8158514
Klebsiella pasteurii  	strain: Kox205	2587529	ASM2122873v1	GCF_021228735.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	6008024	6309955	2021-12-19	6007	PRJNA781656	SAMN23286136
Klebsiella pasteurii  	isolate: SB6415	2587529	SB6415	GCF_902158635.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	530054	5972094	2019-07-08	5646	PRJEB15325	SAMEA5610079
Klebsiella pneumoniae  	strain: KCTC 2242	1049565	ASM22048v1	GCF_000220485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5259571	5462423	2011-07-12	5329	PRJNA67293	SAMN02603582
Klebsiella pneumoniae  	strain: ATCC BAA-2146	573	ASM36438v3	GCF_000364385.3	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5435746	5781501	2016-01-04	5778	PRJNA183901	SAMN02152539
Klebsiella pneumoniae  	strain: 500_1420	1304922	ASM40676v2	GCF_000406765.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5308211	5547643	2015-07-23	5530	PRJNA193167	SAMN02141993
Klebsiella pneumoniae  	strain: DMC1097	1284798	ASM41722v2	GCF_000417225.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5393855	5710688	2015-07-23	5678	PRJNA187290	SAMN02141981
Klebsiella pneumoniae  	strain: UHKPC07	1284804	ASM41726v2	GCF_000417265.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5322270	5523776	2015-07-23	5503	PRJNA187296	SAMN02141972
Klebsiella pneumoniae  	strain: KP-1	1365186	ASM46597v2	GCF_000465975.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5180925	5375667	2015-10-22	5274	PRJNA212238	SAMN02470575
Klebsiella pneumoniae  	strain: CG43	1244085	ASM47401v1	GCF_000474015.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5166857	5166857	2013-10-18	5002	PRJNA177782	SAMN02603668
Klebsiella pneumoniae  	strain: 30684/NJST258_2	1420013	ASM59790v1	GCF_000597905.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5293301	5417216	2014-03-19	5370	PRJNA226699	SAMN03081501
Klebsiella pneumoniae  	strain: 30660/NJST258_1	1420012	ASM59800v1	GCF_000598005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5263229	5540936	2014-03-19	5500	PRJNA226698	SAMN03081502
Klebsiella pneumoniae  	strain: blaNDM-1	573	ASM73949v1	GCF_000739495.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5297511	5510332	2014-08-14	5446	PRJNA248655	SAMN02777842
Klebsiella pneumoniae  	strain: PMK1	573	ASM76461v1	GCF_000764615.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5317001	5990738	2014-10-08	5826	PRJNA253300	SAMN02885365
Klebsiella pneumoniae  	strain: XH209	573	ASM77595v1	GCF_000775955.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5118878	5118878	2014-11-13	4988	PRJNA261555	SAMN02649400
Klebsiella pneumoniae  	strain: HK787	1392500	ASM81320v1	GCF_000813205.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5329385	5329385	2015-01-02	5161	PRJNA217289	SAMN03274239
Klebsiella pneumoniae  	strain: 34618	573	ASM81430v1	GCF_000814305.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5313576	5649912	2015-01-05	5612	PRJNA259789	SAMN03067424
Klebsiella pneumoniae  	strain: Kp52.145	573	ASM96815v1	GCF_000968155.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5438894	5655684	2014-03-21	5514	PRJEB99	SAMEA3283117
Klebsiella pneumoniae  	strain: CAV1392	573	ASM102203v1	GCF_001022035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5328319	5552491	2015-06-09	5507	PRJNA246471	SAMN03024610
Klebsiella pneumoniae  	strain: CAV1344	573	ASM102217v1	GCF_001022175.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5262013	5810009	2015-06-09	5819	PRJNA246471	SAMN03024590
Klebsiella pneumoniae  	strain: CAV1596	573	ASM102223v1	GCF_001022235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5402147	5620516	2015-06-09	5565	PRJNA246471	SAMN03024583
Klebsiella pneumoniae  	strain: KP617	573	ASM130717v1	GCF_001307175.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5416282	5696051	2015-10-06	5549	PRJNA295237	SAMN04044480
Klebsiella pneumoniae  	strain: MS6671	573	MS6671.v1	GCF_001455995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5402900	5980203	2015-12-01	5953	PRJEB7538	SAMEA3257677
Klebsiella pneumoniae  	strain: KpN01	573	ASM145605v3	GCF_001456055.3	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5307114	5680634	2016-04-15	5651	PRJNA298912	SAMN04168649
