Assembly Accession	Assembly Name	Organism Name	Annotation Name	Assembly Level	Assembly Release Date	Assembly Stats Number of Scaffolds	Assembly BioProject Accession	Assembly BioSample Accession
GCF_025169825.2	ASM2516982v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-14	3.0	PRJNA768989	SAMN28871636
GCF_027920425.1	ASM2792042v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-01-19	2.0	PRJNA893598	SAMN31428012
GCF_013030095.1	ASM1303009v1	Neisseria gonorrhoeae	GCF_013030095.1-RS_2024_07_16	Complete Genome	2020-05-01	2.0	PRJDB9563	SAMD00220608
GCF_040394165.1	WHO_T_2024	Neisseria gonorrhoeae	GCF_040394165.1-RS_2024_08_04	Complete Genome	2024-06-28	2.0	PRJNA1067895	SAMN39556044
GCF_030644925.1	ASM3064492v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-05	1.0	PRJNA916595	SAMN32487324
GCF_038420605.1	ASM3842060v1	Neisseria gonorrhoeae	GCF_038420605.1-RS_2024_04_24	Complete Genome	2024-04-24	4.0	PRJNA1000275	SAMN36766271
GCF_040388595.1	WHO_alpha_2024	Neisseria gonorrhoeae	GCF_040388595.1-RS_2024_08_04	Complete Genome	2024-06-28	2.0	PRJNA1067895	SAMN39556046
GCF_900087905.2	WHOU	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-09-15	2.0	PRJEB14020	SAMEA2796327
GCF_038420435.1	ASM3842043v1	Neisseria gonorrhoeae	GCF_038420435.1-RS_2024_04_24	Complete Genome	2024-04-24	4.0	PRJNA1000275	SAMN36766274
GCF_003855355.1	ASM385535v1	Neisseria gonorrhoeae	GCF_003855355.1-RS_2024_04_15	Complete Genome	2018-12-02	2.0	PRJNA504608	SAMN10396003
GCF_002073615.2	ASM207361v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-03-01	3.0	PRJNA231221	SAMN04875542
GCF_001047225.1	ASM104722v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-07-07	1.0	PRJNA278367	SAMN03459415
GCF_963978475.1	SGC-23-002	Neisseria gonorrhoeae	GCF_963978475.1-RS_2024_06_05	Complete Genome	2024-06-05	3.0	PRJEB73456	SAMEA115360395
GCF_025169605.2	ASM2516960v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-11-14	2.0	PRJNA768989	SAMN28869553
GCF_003855215.1	ASM385521v1	Neisseria gonorrhoeae	GCF_003855215.1-RS_2024_04_15	Complete Genome	2018-12-02	2.0	PRJNA504608	SAMN10395915
GCF_040366825.1	WHO_Z_2024	Neisseria gonorrhoeae	GCF_040366825.1-RS_2024_08_04	Complete Genome	2024-06-28	2.0	PRJNA1067895	SAMN39556062
GCF_963924745.1	632_2023_Hybrid	Neisseria gonorrhoeae	GCF_963924745.1-RS_2024_04_03	Complete Genome	2024-01-28	3.0	PRJEB71860	SAMEA115102863
GCF_003855375.1	ASM385537v1	Neisseria gonorrhoeae	GCF_003855375.1-RS_2024_04_15	Complete Genome	2018-12-02	2.0	PRJNA504608	SAMN10395999
GCF_033798625.1	ASM3379862v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-11-18	3.0	PRJNA1036832	SAMN38152950
GCF_025642415.1	ASM2564241v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-11	2.0	PRJNA768989	SAMN31014987
GCF_025642375.1	ASM2564237v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-11	2.0	PRJNA768989	SAMN31014963
GCF_044880535.1	ASM4488053v1	Neisseria gonorrhoeae	GCF_044880535.1-RS_2024_11_13	Complete Genome	2024-11-20	1.0	PRJNA1182738	SAMN44604098
GCF_038425775.1	ASM3842577v1	Neisseria gonorrhoeae	GCF_038425775.1-RS_2024_04_24	Complete Genome	2024-04-24	4.0	PRJNA1000275	SAMN36766265
GCF_025170885.1	ASM2517088v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-06	2.0	PRJNA768989	SAMN28869554
GCF_038424135.1	ASM3842413v1	Neisseria gonorrhoeae	GCF_038424135.1-RS_2024_04_24	Complete Genome	2024-04-24	3.0	PRJNA1000275	SAMN36766267
GCF_025790205.1	ASM2579020v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-21	2.0	PRJNA768989	SAMN28833726
GCF_038420465.1	ASM3842046v1	Neisseria gonorrhoeae	GCF_038420465.1-RS_2024_04_23	Complete Genome	2024-04-24	2.0	PRJNA1000275	SAMN36766273
GCF_025642455.1	ASM2564245v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-11	2.0	PRJNA768989	SAMN31015000
GCF_025562635.2	ASM2556263v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-28	2.0	PRJNA768989	SAMN28859053
GCF_040391575.1	WHO_W_2024	Neisseria gonorrhoeae	GCF_040391575.1-RS_2024_08_04	Complete Genome	2024-06-28	3.0	PRJNA1067895	SAMN39556045
GCF_040397295.1	WHO_S_2024	Neisseria gonorrhoeae	GCF_040397295.1-RS_2024_08_04	Complete Genome	2024-06-28	3.0	PRJNA1067895	SAMN39556043
GCF_038423385.1	ASM3842338v1	Neisseria gonorrhoeae	GCF_038423385.1-RS_2024_04_24	Complete Genome	2024-04-24	2.0	PRJNA1000275	SAMN36766268
GCF_900087795.2	WHOV	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-09-15	3.0	PRJEB14020	SAMEA2796328
GCF_025170665.1	ASM2517066v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-19	2.0	PRJNA768989	SAMN28837864
GCF_025171295.2	ASM2517129v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-06	2.0	PRJNA768989	SAMN28871698
GCF_001661135.1	ASM166113v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-06-10	1.0	PRJNA301053	SAMN05210257
GCF_004332555.2	ASM433255v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-07-30	2.0	PRJNA451380	SAMN10031335
GCF_040404575.1	WHO_B_2024	Neisseria gonorrhoeae	GCF_040404575.1-RS_2024_08_04	Complete Genome	2024-06-29	2.0	PRJNA1067895	SAMN39556035
GCF_011058675.1	ASM1105867v1	Neisseria gonorrhoeae	GCF_011058675.1-RS_2024_03_14	Complete Genome	2020-03-03	4.0	PRJNA563548	SAMN12676038
GCF_023205595.1	ASM2320559v1	Neisseria gonorrhoeae	GCF_023205595.1-RS_2024_05_14	Complete Genome	2022-05-02	4.0	PRJNA609416	SAMN13151448
GCF_001661085.1	ASM166108v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-06-10	1.0	PRJNA301053	SAMN04233132
GCF_003855195.1	ASM385519v1	Neisseria gonorrhoeae	GCF_003855195.1-RS_2024_04_15	Complete Genome	2018-12-02	2.0	PRJNA504608	SAMN10395916
GCF_011058635.1	ASM1105863v1	Neisseria gonorrhoeae	GCF_011058635.1-RS_2024_03_14	Complete Genome	2020-03-03	4.0	PRJNA563548	SAMN12676040
GCF_004001105.1	ASM400110v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-12-14	4.0	PRJDB5915	SAMD00092833
GCF_003855435.1	ASM385543v1	Neisseria gonorrhoeae	GCF_003855435.1-RS_2024_04_15	Complete Genome	2018-12-02	3.0	PRJNA504608	SAMN10395998
GCF_964291745.1	SGC-24-002	Neisseria gonorrhoeae	GCF_964291745.1-RS_2024_10_30	Complete Genome	2024-10-30	4.0	PRJEB73456	SAMEA116302676
GCF_025790945.1	ASM2579094v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-22	1.0	PRJNA887340	SAMN31165853
GCF_003855175.1	ASM385517v1	Neisseria gonorrhoeae	GCF_003855175.1-RS_2024_03_30	Complete Genome	2018-12-02	2.0	PRJNA504608	SAMN10395918
GCF_016802445.1	ASM1680244v1	Neisseria gonorrhoeae	GCF_016802445.1-RS_2024_04_16	Complete Genome	2021-02-02	3.0	PRJNA606927	SAMN14116987
GCF_030645025.1	ASM3064502v1	Neisseria gonorrhoeae	GCF_030645025.1-RS_2024_08_09	Complete Genome	2023-08-05	1.0	PRJNA916595	SAMN32487319
GCF_030644865.1	ASM3064486v1	Neisseria gonorrhoeae	GCF_030644865.1-RS_2024_08_09	Complete Genome	2023-08-05	1.0	PRJNA916595	SAMN32487327
GCF_025171275.1	ASM2517127v1	Neisseria gonorrhoeae	GCF_025171275.1-RS_2024_09_24	Complete Genome	2022-09-13	2.0	PRJNA768989	SAMN28871644
GCF_030644945.1	ASM3064494v1	Neisseria gonorrhoeae	GCF_030644945.1-RS_2024_08_09	Complete Genome	2023-08-05	1.0	PRJNA916595	SAMN32487323
GCF_019211865.1	ASM1921186v1	Neisseria gonorrhoeae	GCF_019211865.1-RS_2024_08_11	Complete Genome	2021-07-14	1.0	PRJNA743132	SAMN19998459
GCF_008065015.2	ASM806501v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-01-16	3.0	PRJDB8572	SAMD00179626
GCF_963978465.1	SGC-23-001	Neisseria gonorrhoeae	GCF_963978465.1-RS_2024_06_05	Complete Genome	2024-06-05	3.0	PRJEB73456	SAMEA115360394
GCF_040404365.1	WHO_E_2024	Neisseria gonorrhoeae	GCF_040404365.1-RS_2024_08_04	Complete Genome	2024-06-29	3.0	PRJNA1067895	SAMN39556038
GCF_030644905.1	ASM3064490v1	Neisseria gonorrhoeae	GCF_030644905.1-RS_2024_08_09	Complete Genome	2023-08-05	1.0	PRJNA916595	SAMN32487325
GCF_002073535.2	ASM207353v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-02-23	1.0	PRJNA231221	SAMN04875541
GCF_900637245.1	50305_B01	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-12-20	1.0	PRJEB6403	SAMEA4364223
GCF_002073655.2	ASM207365v2	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-02-23	1.0	PRJNA231221	SAMN04875544
GCF_038420475.1	ASM3842047v1	Neisseria gonorrhoeae	GCF_038420475.1-RS_2024_04_24	Complete Genome	2024-04-24	4.0	PRJNA1000275	SAMN36766272
GCF_038422155.1	ASM3842215v1	Neisseria gonorrhoeae	GCF_038422155.1-RS_2024_04_24	Complete Genome	2024-04-24	4.0	PRJNA1000275	SAMN36766269
GCF_900087615.2	WHOM	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-09-15	4.0	PRJEB14020	SAMEA2448464
GCF_040404415.1	WHO_D_2024	Neisseria gonorrhoeae	GCF_040404415.1-RS_2024_08_04	Complete Genome	2024-06-29	3.0	PRJNA1067895	SAMN39556037
GCF_040373035.1	WHO_Q_2024	Neisseria gonorrhoeae	GCF_040373035.1-RS_2024_08_04	Complete Genome	2024-06-28	3.0	PRJNA1067895	SAMN39556055
GCF_019211825.1	ASM1921182v1	Neisseria gonorrhoeae	GCF_019211825.1-RS_2024_08_11	Complete Genome	2021-07-14	1.0	PRJNA743132	SAMN19998455
GCF_009650075.1	ASM965007v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-11-12	3.0	PRJNA556438	SAMN10920452
GCF_019211885.1	ASM1921188v1	Neisseria gonorrhoeae	GCF_019211885.1-RS_2024_08_11	Complete Genome	2021-07-14	1.0	PRJNA743132	SAMN19998458
GCF_001047275.1	ASM104727v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-07-07	1.0	PRJNA278367	SAMN03459417
GCF_019212025.1	ASM1921202v1	Neisseria gonorrhoeae	GCF_019212025.1-RS_2024_08_11	Complete Genome	2021-07-14	1.0	PRJNA743132	SAMN19998457
GCF_040400385.1	WHO_N_2024	Neisseria gonorrhoeae	GCF_040400385.1-RS_2024_08_04	Complete Genome	2024-06-28	4.0	PRJNA1067895	SAMN39556042
GCF_019211845.1	ASM1921184v1	Neisseria gonorrhoeae	GCF_019211845.1-RS_2024_08_11	Complete Genome	2021-07-14	1.0	PRJNA743132	SAMN19998460
GCF_900186935.1	49677_G01	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-08-15	1.0	PRJEB6403	SAMEA4076765
GCF_040371445.1	WHO_S2_2024	Neisseria gonorrhoeae	GCF_040371445.1-RS_2024_08_04	Complete Genome	2024-06-28	2.0	PRJNA1067895	SAMN39556057
GCF_016775785.1	ASM1677578v1	Neisseria gonorrhoeae	GCF_016775785.1-RS_2024_03_23	Complete Genome	2021-02-01	4.0	PRJNA693638	SAMN17393045
GCF_040404325.1	WHO_I_2024	Neisseria gonorrhoeae	GCF_040404325.1-RS_2024_08_04	Complete Genome	2024-06-29	3.0	PRJNA1067895	SAMN39556040
GCF_040368535.1	WHO_X_2024	Neisseria gonorrhoeae	GCF_040368535.1-RS_2024_08_04	Complete Genome	2024-06-28	2.0	PRJNA1067895	SAMN39556060
GCF_028483175.2	ASM2848317v2	Neisseria gonorrhoeae	GCF_028483175.2-RS_2024_03_27	Complete Genome	2023-02-13	4.0	PRJNA924675	SAMN32765978
GCF_040377535.1	WHO_K_2024	Neisseria gonorrhoeae	GCF_040377535.1-RS_2024_08_04	Complete Genome	2024-06-28	2.0	PRJNA1067895	SAMN39556050
GCF_023611785.1	ASM2361178v1	Neisseria gonorrhoeae	GCF_023611785.1-RS_2024_06_04	Complete Genome	2022-05-31	4.0	PRJNA600334	SAMN13812694
GCF_900087625.2	WHOO	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-09-15	4.0	PRJEB14020	SAMEA2448466
GCF_040403735.1	WHO_J_2024	Neisseria gonorrhoeae	GCF_040403735.1-RS_2024_08_04	Complete Genome	2024-06-28	3.0	PRJNA1067895	SAMN39556041
GCF_001047255.1	ASM104725v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-07-07	1.0	PRJNA278367	SAMN03459416
GCF_040374935.1	WHO_L_2024	Neisseria gonorrhoeae	GCF_040374935.1-RS_2024_08_04	Complete Genome	2024-06-28	3.0	PRJNA1067895	SAMN39556051
GCF_029378435.1	ASM2937843v1	Neisseria gonorrhoeae	GCF_029378435.1-RS_2024_04_05	Complete Genome	2023-03-24	2.0	PRJNA812922	SAMN33482240
GCF_019380275.1	ASM1938027v1	Neisseria gonorrhoeae	GCF_019380275.1-RS_2024_09_01	Complete Genome	2021-07-28	4.0	PRJNA607374	SAMN14131123
GCF_025758415.1	ASM2575841v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-19	2.0	PRJNA887939	SAMN31203372
GCF_015509285.1	ASM1550928v1	Neisseria gonorrhoeae	GCF_015509285.1-RS_2024_07_17	Complete Genome	2020-11-11	2.0	PRJDB9563	SAMD00257605
GCF_029378455.1	ASM2937845v1	Neisseria gonorrhoeae	GCF_029378455.1-RS_2024_04_06	Complete Genome	2023-03-24	2.0	PRJNA812922	SAMN33482239
GCF_040404485.1	WHO_C_2024	Neisseria gonorrhoeae	GCF_040404485.1-RS_2024_08_04	Complete Genome	2024-06-29	2.0	PRJNA1067895	SAMN39556036
GCF_040404335.1	WHO_G_2024	Neisseria gonorrhoeae	GCF_040404335.1-RS_2024_08_04	Complete Genome	2024-06-29	3.0	PRJNA1067895	SAMN39556039
GCF_018798905.1	ASM1879890v1	Neisseria gonorrhoeae	GCF_018798905.1-RS_2024_06_26	Complete Genome	2021-06-09	4.0	PRJNA609415	SAMN13151449
GCF_019211805.1	ASM1921180v1	Neisseria gonorrhoeae	GCF_019211805.1-RS_2024_08_11	Complete Genome	2021-07-14	1.0	PRJNA743132	SAMN19998461
GCF_023611765.1	ASM2361176v1	Neisseria gonorrhoeae	GCF_023611765.1-RS_2024_06_04	Complete Genome	2022-05-31	4.0	PRJNA600334	SAMN13812695
GCF_025791005.1	ASM2579100v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-22	1.0	PRJNA887340	SAMN31165850
GCF_038424905.1	ASM3842490v1	Neisseria gonorrhoeae	GCF_038424905.1-RS_2024_04_24	Complete Genome	2024-04-24	4.0	PRJNA1000275	SAMN36766266
GCF_040385865.1	WHO_beta_2024	Neisseria gonorrhoeae	GCF_040385865.1-RS_2024_08_04	Complete Genome	2024-06-28	4.0	PRJNA1067895	SAMN39556047
GCF_023611705.1	ASM2361170v1	Neisseria gonorrhoeae	GCF_023611705.1-RS_2024_06_04	Complete Genome	2022-05-31	4.0	PRJNA600334	SAMN13812696
GCF_027886375.1	ASM2788637v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-01-17	2.0	PRJNA893598	SAMN31428011
GCF_025790985.1	ASM2579098v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2022-10-22	1.0	PRJNA887340	SAMN31165851
GCF_014844975.1	ASM1484497v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2020-10-05	1.0	PRJNA660404	SAMN15960546
GCF_014844815.1	ASM1484481v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2020-10-05	1.0	PRJNA660404	SAMN15960554
GCF_016803895.1	ASM1680389v1	Neisseria gonorrhoeae	GCF_016803895.1-RS_2024_03_27	Chromosome	2021-02-03	1.0	PRJNA576799	SAMN13008815
GCF_014844955.1	ASM1484495v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2020-10-05	1.0	PRJNA660404	SAMN15960547
GCF_014844915.1	ASM1484491v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2020-10-05	1.0	PRJNA660404	SAMN15960549
GCF_014844875.1	ASM1484487v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2020-10-05	1.0	PRJNA660404	SAMN15960551
GCF_013393965.1	ASM1339396v1	Neisseria gonorrhoeae	GCF_013393965.1-RS_2024_08_21	Chromosome	2020-07-08	1.0	PRJNA541586	SAMN11597889
GCF_013393985.1	ASM1339398v1	Neisseria gonorrhoeae	GCF_013393985.1-RS_2024_08_18	Chromosome	2020-07-08	1.0	PRJNA541586	SAMN11597883
GCF_023546945.1	ASM2354694v1	Neisseria gonorrhoeae	GCF_023546945.1-RS_2024_05_29	Chromosome	2022-05-25	1.0	PRJNA835124	SAMN28094312
GCF_023546925.1	ASM2354692v1	Neisseria gonorrhoeae	GCF_023546925.1-RS_2024_05_29	Chromosome	2022-05-25	1.0	PRJNA835124	SAMN28094314
GCF_023546905.1	ASM2354690v1	Neisseria gonorrhoeae	GCF_023546905.1-RS_2024_05_29	Chromosome	2022-05-25	1.0	PRJNA835124	SAMN28094313
GCF_023546965.1	ASM2354696v1	Neisseria gonorrhoeae	GCF_023546965.1-RS_2024_05_29	Chromosome	2022-05-25	1.0	PRJNA835124	SAMN28093654
GCF_000020105.1	ASM2010v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2008-07-09	2.0	PRJNA29335	SAMN02603475
GCF_001956715.1	ASM195671v1	Neisseria gonorrhoeae	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-01-18	2.0	PRJNA223523	SAMN02380725
GCF_003013245.1	ASM301324v1	Neisseria iguanae	GCF_003013245.1-RS_2024_05_03	Scaffold	2018-03-21	200.0	PRJNA438580	SAMN08721881
GCF_003351565.1	ASM335156v1	Neisseria lactamica	GCF_003351565.1-RS_2024_03_28	Complete Genome	2018-08-01	1.0	PRJNA428178	SAMN09704838
GCF_901482445.1	45076_H02	Neisseria lactamica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-05-11	1.0	PRJEB6403	SAMEA3867448
GCF_002022745.1	ASM202274v1	Neisseria lactamica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-03-07	1.0	PRJNA331097	SAMN05437355
GCF_000196295.1	ASM19629v1	Neisseria lactamica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2010-11-30	1.0	PRJNA13472	SAMEA3138337
GCF_028776105.2	ASM2877610v2	Neisseria leonii	GCF_028776105.2-RS_2024_07_21	Complete Genome	2024-04-05	1.0	PRJNA902312	SAMN31752220
GCF_028776585.2	ASM2877658v2	Neisseria leonii	GCF_028776585.2-RS_2024_07_21	Complete Genome	2024-04-05	1.0	PRJNA902312	SAMN31757055
GCF_037345845.1	ASM3734584v1	Neisseria leonii	GCF_037345845.1-RS_2024_07_21	Complete Genome	2024-04-05	1.0	PRJNA902312	SAMN40014454
GCF_028463985.1	ASM2846398v1	Neisseria lisongii	GCF_028463985.1-RS_2024_08_26	Complete Genome	2023-02-05	1.0	PRJNA925655	SAMN32802983
GCF_022749495.1	ASM2274949v1	Neisseria macacae	GCF_022749495.1-RS_2024_04_11	Complete Genome	2022-03-29	1.0	PRJNA815950	SAMN26652324
GCF_958267405.1	02_01105_XS1_1	Neisseria maigaei	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-15		PRJEB13104	SAMEA4542420
GCF_022869645.1	ASM2286964v1	Neisseria meningitidis	GCF_022869645.1-RS_2024_04_26	Complete Genome	2022-04-11	1.0	PRJNA605254	SAMN14078801
GCF_900638555.1	58116_A01	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-12-20	1.0	PRJEB6403	SAMEA104307683
GCF_002073235.2	ASM207323v2	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-02-28	1.0	PRJNA231221	SAMN04875551
GCF_003355215.1	ASM335521v1	Neisseria meningitidis	GCF_003355215.1-RS_2024_04_21	Complete Genome	2018-08-05	1.0	PRJNA428178	SAMN09704693
GCF_019356015.1	ASM1935601v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-07-27	1.0	PRJNA748166	SAMN20308719
GCF_002073275.2	ASM207327v2	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-02-23	1.0	PRJNA231221	SAMN04875552
GCF_003355315.1	ASM335531v1	Neisseria meningitidis	GCF_003355315.1-RS_2024_04_21	Complete Genome	2018-08-05	1.0	PRJNA428178	SAMN09704702
GCF_003355435.1	ASM335543v1	Neisseria meningitidis	GCF_003355435.1-RS_2024_04_20	Complete Genome	2018-08-05	1.0	PRJNA428178	SAMN09704670
GCF_002073595.2	ASM207359v2	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-02-28	1.0	PRJNA231221	SAMN04875547
GCF_001974965.1	ASM197496v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-01-30	1.0	PRJNA305279	SAMN04321475
GCF_002073675.2	ASM207367v2	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-02-28	1.0	PRJNA231221	SAMN04875549
GCF_003355415.1	ASM335541v1	Neisseria meningitidis	GCF_003355415.1-RS_2024_04_20	Complete Genome	2018-08-05	1.0	PRJNA428178	SAMN09704690
GCF_003355395.1	ASM335539v1	Neisseria meningitidis	GCF_003355395.1-RS_2024_04_20	Complete Genome	2018-08-05	1.0	PRJNA428178	SAMN09704694
GCF_001697105.1	ASM169710v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-08-02	1.0	PRJNA291330	SAMN03944749
GCF_900638595.1	58116_H01	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-12-20	1.0	PRJEB6403	SAMEA104307690
GCF_014302495.1	ASM1430249v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-08-26	1.0	PRJNA647881	SAMN15813653
GCF_003355375.1	ASM335537v1	Neisseria meningitidis	GCF_003355375.1-RS_2024_04_20	Complete Genome	2018-08-05	1.0	PRJNA428178	SAMN09704671
GCF_001697165.1	ASM169716v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-08-02	1.0	PRJNA291331	SAMN03944750
GCF_003355335.1	ASM335533v1	Neisseria meningitidis	GCF_003355335.1-RS_2024_04_20	Complete Genome	2018-08-05	1.0	PRJNA428178	SAMN09704682
GCF_041902465.1	ASM4190246v1	Neisseria meningitidis	GCF_041902465.1-RS_2024_09_12	Complete Genome	2024-09-13	1.0	PRJNA828430	SAMN27655701
GCF_001697205.1	ASM169720v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-08-02	1.0	PRJNA291332	SAMN03944751
GCF_019048825.1	ASM1904882v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-28	1.0	PRJNA739446	SAMN19789151
GCF_002951575.1	ASM295157v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-02-01	1.0	PRJNA324131	SAMN06144986
GCF_000800355.1	ASM80035v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-12-09	1.0	PRJNA260444	SAMN03022885
GCF_008330825.1	ASM833082v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-09-09	1.0	PRJNA386981	SAMN07137409
GCF_002075815.1	ASM207581v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-03-31	1.0	PRJNA319252	SAMN05560575
GCF_000800235.1	ASM80023v1	Neisseria meningitidis	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-12-09	1.0	PRJNA260345	SAMN03020302
